"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1994659996299399222","Sat Nov 29 06:49:36 +0000 2025","2225","Oo caranya ditanami bukan ditebangi ya?","1994659996299399222","","","in","","10","25","1004","https://x.com/undefined/status/1994659996299399222","1260798424393211904",
"1995721068833636801","Tue Dec 02 05:05:56 +0000 2025","807","When to sell di IHSG versi gua: 1. Open gap up di atas 5%. 2. Naik kenceng di atas 10% selama periode jam 9 dan 10. 3. Jebol support menjelang jam 10 jam 11an dan stgh 4. 4. IEP naik kenceng.","1995721068833636801","","","in","","2","5","135","https://x.com/undefined/status/1995721068833636801","111282707",
"1993940884115869898","Thu Nov 27 07:12:07 +0000 2025","22","Lumayaaaan sidia kasih cuan","1993940884115869898","","","in","","0","5","0","https://x.com/undefined/status/1993940884115869898","1260798424393211904",
"1995378777380311426","Mon Dec 01 06:25:47 +0000 2025","16","not me tiba2 bahas IHSG di siang bolong saatnya kembali mjd akun perek lanang‍‍","1995378777380311426","","","in","","0","4","0","https://x.com/undefined/status/1995378777380311426","1404815886394003480",
"1995256407218933829","Sun Nov 30 22:19:32 +0000 2025","12","bro kira laju IHSG menunjukkan keadaan ekonomi mikro di masyakarat https://t.co/4TrVPVYTig","1995256407218933829","https://pbs.twimg.com/tweet_video_thumb/G7CTH2fakAAA_0Y.jpg","","in","","0","0","2","https://x.com/undefined/status/1995256407218933829","1192248803132203009",
"1993982484024053862","Thu Nov 27 09:57:25 +0000 2025","72","Wah bank kena bobol?","1993982484024053862","","","in","","0","4","10","https://x.com/undefined/status/1993982484024053862","1260798424393211904",
"1992835473505739064","Mon Nov 24 05:59:36 +0000 2025","59","Jangan diversifikasi kalau tujuannya hanya untuk diversifikasi sampai2 beli saham yg ga bagus (deworsesification) tapi sangat ok untuk diversifikasi yg terjadi karena banyaknya saham yg berpotensi bagus dan terus dibeli. Peter Lynch punya banyak saham bukan tujuan","1992835473505739064","","","in","","0","2","1","https://x.com/undefined/status/1992835473505739064","1260798424393211904",
"1993470176172687746","Wed Nov 26 00:01:41 +0000 2025","14","beatiful charts #originalcia untuk paham ketat superketat theone klik https://t.co/v6ddaAxXWH bukan ajakan jual beli mau bincang diskusi saham gratis ke sini https://t.co/RieUm0WVwY sekalian cek CIA in action disitu #Profitloungecia mau coba charting CIA gratis ke sini https://t.co/8sGt0w0iM9","1993470176172687746","https://pbs.twimg.com/media/G6o5qzcboAASIBO.jpg","","in","","0","0","2","https://x.com/undefined/status/1993470176172687746","1260798424393211904",
"1992783914835042376","Mon Nov 24 02:38:10 +0000 2025","12","Pola yg Selalu Terulang Kalau lu lihat data seasonality IHSG 10 tahun terakhir : Probabilitas IHSG hijau di bulan Desember = 78% https://t.co/okYOZGyk12","1992784782271603010","https://pbs.twimg.com/media/G6fLMTAaQAAeGdR.png","buildportosaham","in","","0","1","0","https://x.com/undefined/status/1992784782271603010","1909069879136956417",
"1993922722016231591","Thu Nov 27 05:59:56 +0000 2025","18","Kelas ini saya yg ngajar yuk ikutan untuk daftar https://t.co/VPAkOJGdLz untuk buka akun YJ ke ibu @EvaMalca see you in class guys https://t.co/krE21hYM9i","1993922722016231591","https://pbs.twimg.com/media/G6vV9hRawAAn9mo.jpg","","in","","2","1","4","https://x.com/undefined/status/1993922722016231591","1260798424393211904",
"1993252440452350419","Tue Nov 25 09:36:29 +0000 2025","15","Kelas CIA LIVE online gmeet versi 2026 yang ada hanya setahun sekali telah dibuka. Setiap tahun materi diupgrade riset2 terbaru dimulai 1 desember 2025 sampai 1 Maret 2026 kelas bisa diikuti dari 0 terbatas untuk 200 orang. Teknikal Analisis 2026 fokus mencari saham yg https://t.co/fWiMJYaSJU","1993252440452350419","https://pbs.twimg.com/media/G6lz7hgbwAkTlpj.jpg","","in","","1","1","0","https://x.com/undefined/status/1993252440452350419","1260798424393211904",
"1995852700874146114","Tue Dec 02 13:48:59 +0000 2025","6","MANTUL138: Slot Gacor Mudah Menang RTP Tinggi Maxwin Hari Ini Kalah ? Saldo kembali 100% TANPA SYARAT APAPUN! ANTI RIBET! Slot Dana Gacor Gampang Menang Link Gacor : https://t.co/mDpyWlueXD #slotgacor #Slotgacorhariini https://t.co/JzA2KtRBnp","1995852700874146114","https://pbs.twimg.com/media/G7KxbFQbkAA2zHn.jpg","","in","","0","1","0","https://x.com/undefined/status/1995852700874146114","2787950140",
"1992872658179166220","Mon Nov 24 08:27:22 +0000 2025","8","Konglow lagi main main sama ihsg https://t.co/9cEXWSZMFJ","1992872658179166220","https://pbs.twimg.com/media/G6gbHxJaoAEQE3O.jpg","","in","","0","0","0","https://x.com/undefined/status/1992872658179166220","1453409431",
"1992874856476823982","Mon Nov 24 08:47:21 +0000 2025","18","Dari awal tahun (year-to-date) IHSG sudah naik hampir 21% Luar biasa! https://t.co/pg2zVmvAgj","1992877686721757374","https://pbs.twimg.com/media/G6gfsePbgAAiQ_E.jpg","BigAlphaID","in","","0","0","1","https://x.com/undefined/status/1992877686721757374","958566590768926721",
"1992141166364840436","Sat Nov 22 08:00:40 +0000 2025","12","Tadinya https://t.co/JjuT0j2rPR","1992141166364840436","https://pbs.twimg.com/media/G6WB1XwbcAEdN0J.jpg","","in","","0","0","1","https://x.com/undefined/status/1992141166364840436","1260798424393211904",
"1995705367872110823","Tue Dec 02 04:03:32 +0000 2025","25","seat tersedia lagi 20 pendaftaran kelas kembali dibuka sd tgl 10 desember karena ada beberapa alumni yg tidak mengambil upgrade 2026 seat yg awalnya di hold sudah dibuka untuk umum jadi silahkan yg masih berminat untuk mendaftar baiknya sebelum tgl 10 desember sebelum gmeet https://t.co/esxbxqrwN0","1995705367872110823","https://pbs.twimg.com/media/G7IpuUPaYAEYDJD.png","","in","","0","0","3","https://x.com/undefined/status/1995705367872110823","1260798424393211904",
"1994669466656157990","Sat Nov 29 08:29:21 +0000 2025","5","@WOLF_of_IHSG Tapi kata stream stockbit katanya high risk karena modalnya dari utang dan penjualan customernya sedikit","1994685097057136788","","WOLF_of_IHSG","in","","0","4","0","https://x.com/undefined/status/1994685097057136788","1615462958",
"1992053293623951636","Sat Nov 22 02:11:30 +0000 2025","55","$sofa Waktu beli saya belum tau akan senaik ini tapi sofa selaras dengan trend backdoor 2025 kriteria dia masuk dan dari TA saya udah tau dia akan trending up. Superketat dan lalu above all ma (#originalcia) TA memang tau duluan Nah akhirnya Oktober ada news AIC mau take over","1992053293623951636","","","in","","0","3","5","https://x.com/undefined/status/1992053293623951636","1260798424393211904",
"1994224638071611469","Fri Nov 28 01:59:39 +0000 2025","12","Percepatan trend $IHSG bisa kawal pakai EMA5 jadi supportnya Kalau jebol baru waspada lagi ","1994224638071611469","","","in","","0","1","0","https://x.com/undefined/status/1994224638071611469","1815586215678353408",
"1992887542249611650","Mon Nov 24 09:26:30 +0000 2025","33","the power of sisa #ciaway kalau saham naik di atas 20% ga usah tp semua biarin aja kenapa sih profitnya? ambil aja modalnya doang buat trading yg lain.. dan sisakan lah sebagian untungnya 20% total lot awal ya udh kalau ga rela atau buat ganti cl 10% deh sisakan nah sisa itu","1992887542249611650","","","in","","0","1","2","https://x.com/undefined/status/1992887542249611650","1260798424393211904",
"1996068792158617772","Wed Dec 03 04:07:39 +0000 2025","0","IHSG Cetak Rekor Tertinggi Sepanjang Masa 265 Saham Menguat https://t.co/I3cQUryT1k","1996068792158617772","","","in","","0","0","0","https://x.com/undefined/status/1996068792158617772","990237626",
"1993607476982509634","Wed Nov 26 09:07:16 +0000 2025","8","mau bincang diskusi saham gratis ke sini https://t.co/RieUm0WVwY sekalian cek CIA in action disitu #Profitloungecia mau coba charting CIA gratis ke sini https://t.co/JRLqAlk8tM kalau suka mau langganan kontak bu https://t.co/7LcCJJMxuT mau belajar kelas saham dasar gratis ke","1993607476982509634","","","in","","0","2","1","https://x.com/undefined/status/1993607476982509634","1260798424393211904",
"1992767973262848267","Mon Nov 24 09:57:13 +0000 2025","2","@TradingDiary2 Ikutan ah semoga dapet. Ceritanya Jumat oktober lalu trump tiba² ngumumin tarif cina dampaknya market dunia merah. Ihsg sabtu libur dong dan banyak orang bilang kalo siap² senin baru terdampak. Senin pagi bertekad tidak masuk sama sekali. Dan benar. Lanjut part 2. https://t.co/DG7Irlddyr","1992895269378122109","https://pbs.twimg.com/media/G6gvr12bwAA59Ga.jpg","TradingDiary2","in","","0","2","0","https://x.com/undefined/status/1992895269378122109","2751022879",
"1992444280179495309","Sun Nov 23 04:05:08 +0000 2025","32","Itu IHSG masih ijo IHSG memang beda","1992444280179495309","","","in","","0","6","1","https://x.com/undefined/status/1992444280179495309","1260798424393211904",
"1994661083806928975","Sat Nov 29 08:06:56 +0000 2025","4","Ini tambahan materi upgrade 2026 nya https://t.co/9ilwofHSTb","1994679454900363643","https://pbs.twimg.com/media/G66GY8BbgAAVsEz.jpg","TradingDiary2","in","","0","0","1","https://x.com/undefined/status/1994679454900363643","1260798424393211904",
"1993620827754168537","Wed Nov 26 11:29:29 +0000 2025","7","@neollexador IHSG 9000 tanpa bbca gimana gitu rasanya ","1993643268324929879","","neollexador","in","","0","3","0","https://x.com/undefined/status/1993643268324929879","493089841",
"1992896382651220003","Mon Nov 24 10:01:38 +0000 2025","92","Si dia above all ma tuh Superketat lagi","1992896382651220003","","","in","","5","14","3","https://x.com/undefined/status/1992896382651220003","1260798424393211904",
"1992863883456028875","Mon Nov 24 07:52:30 +0000 2025","66","woah IHSG naik 20% YTD kasihan MI reksadana saham","1992863883456028875","","","in","","2","3","7","https://x.com/undefined/status/1992863883456028875","1260798424393211904",
"1993578602471035260","Wed Nov 26 07:12:32 +0000 2025","22","breaking news emiten news lelah dibully tiap hari sampai dibuat candaan the next $DADA saham $PURI hari ini naik 22% tapi hal serupa tak terjadi dengan $DADA yang masih betah di 50 terkafar menunggu FCA. https://t.co/8wfV4oo4z0","1993578602471035260","https://pbs.twimg.com/media/G6qc7wsbwAM4QjT.jpg","","in","","0","0","0","https://x.com/undefined/status/1993578602471035260","1260798424393211904",
"1995317988619423854","Mon Dec 01 02:24:14 +0000 2025","2","ID PMI data smoking hot. https://t.co/dDLXAIONHR","1995317988619423854","https://pbs.twimg.com/media/G7DLG4zbIAAKrcO.jpg","","in","","0","0","0","https://x.com/undefined/status/1995317988619423854","165242082",
"1992827519175913683","Mon Nov 24 05:28:00 +0000 2025","4","PERFORMANCE saham CANTIK EMAS dan REBOUND... - saham CANTIK warna COKLAT - saham EMAS warna KUNING dan - saham REBOUND warna HIJAU IHSG 8485 +70 ... https://t.co/ATwppXMuxV","1992827519175913683","https://pbs.twimg.com/media/G6fyBembkAAkPIJ.jpg","","in","","0","0","1","https://x.com/undefined/status/1992827519175913683","2899910497",
